id,event_id,episode_id,sid,task_id,task_instruction,object_label,window,reference_ready,setting,image,prompt_text_sha256
habit_test_00261,000203_01,000203,S7025,task_03,Release the Organizing box you were holding.,Organizing box,early,0,all_five,images/test_image_00261.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00262,000203_01,000203,S7025,task_03,Release the Organizing box you were holding.,Organizing box,ready,1,all_five,images/test_image_00262.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00263,000203_02,000203,S7025,task_03,Release the Organizing box you were holding.,Organizing box,early,0,all_five,images/test_image_00263.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00264,000203_02,000203,S7025,task_03,Release the Organizing box you were holding.,Organizing box,ready,1,all_five,images/test_image_00264.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00265,000205_01,000205,S7025,task_03,Release the Organizing box you were holding.,Organizing box,early,0,all_five,images/test_image_00265.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00266,000205_01,000205,S7025,task_03,Release the Organizing box you were holding.,Organizing box,ready,1,all_five,images/test_image_00266.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00267,000205_02,000205,S7025,task_03,Release the Organizing box you were holding.,Organizing box,early,0,all_five,images/test_image_00267.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00268,000205_02,000205,S7025,task_03,Release the Organizing box you were holding.,Organizing box,ready,1,all_five,images/test_image_00268.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00269,000206_01,000206,S7025,task_03,Release the Organizing box you were holding.,Organizing box,early,0,all_five,images/test_image_00269.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00270,000206_01,000206,S7025,task_03,Release the Organizing box you were holding.,Organizing box,ready,1,all_five,images/test_image_00270.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00271,000206_02,000206,S7025,task_03,Release the Organizing box you were holding.,Organizing box,early,0,all_five,images/test_image_00271.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00272,000206_02,000206,S7025,task_03,Release the Organizing box you were holding.,Organizing box,ready,1,all_five,images/test_image_00272.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00273,000207_01,000207,S7025,task_03,Release the Organizing box you were holding.,Organizing box,early,0,all_five,images/test_image_00273.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00274,000207_01,000207,S7025,task_03,Release the Organizing box you were holding.,Organizing box,ready,1,all_five,images/test_image_00274.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00275,000207_02,000207,S7025,task_03,Release the Organizing box you were holding.,Organizing box,early,0,all_five,images/test_image_00275.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00276,000207_02,000207,S7025,task_03,Release the Organizing box you were holding.,Organizing box,ready,1,all_five,images/test_image_00276.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00277,000208_01,000208,S7025,task_03,Release the Organizing box you were holding.,Organizing box,early,0,all_five,images/test_image_00277.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00278,000208_01,000208,S7025,task_03,Release the Organizing box you were holding.,Organizing box,ready,1,all_five,images/test_image_00278.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00279,000208_02,000208,S7025,task_03,Release the Organizing box you were holding.,Organizing box,early,0,all_five,images/test_image_00279.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00280,000208_02,000208,S7025,task_03,Release the Organizing box you were holding.,Organizing box,ready,1,all_five,images/test_image_00280.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00281,000209_01,000209,S7025,task_03,Release the Organizing box you were holding.,Organizing box,early,0,all_five,images/test_image_00281.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00282,000209_01,000209,S7025,task_03,Release the Organizing box you were holding.,Organizing box,ready,1,all_five,images/test_image_00282.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00283,000209_02,000209,S7025,task_03,Release the Organizing box you were holding.,Organizing box,early,0,all_five,images/test_image_00283.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00284,000209_02,000209,S7025,task_03,Release the Organizing box you were holding.,Organizing box,ready,1,all_five,images/test_image_00284.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00285,000210_01,000210,S7025,task_03,Release the Organizing box you were holding.,Organizing box,early,0,all_five,images/test_image_00285.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00286,000210_01,000210,S7025,task_03,Release the Organizing box you were holding.,Organizing box,ready,1,all_five,images/test_image_00286.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00287,000210_02,000210,S7025,task_03,Release the Organizing box you were holding.,Organizing box,early,0,all_five,images/test_image_00287.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00288,000210_02,000210,S7025,task_03,Release the Organizing box you were holding.,Organizing box,ready,1,all_five,images/test_image_00288.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00289,000213_01,000213,S7025,task_03,Release the Organizing box you were holding.,Organizing box,early,0,all_five,images/test_image_00289.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00290,000213_01,000213,S7025,task_03,Release the Organizing box you were holding.,Organizing box,ready,1,all_five,images/test_image_00290.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00291,000213_02,000213,S7025,task_03,Release the Organizing box you were holding.,Organizing box,early,0,all_five,images/test_image_00291.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00292,000213_02,000213,S7025,task_03,Release the Organizing box you were holding.,Organizing box,ready,1,all_five,images/test_image_00292.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00293,000214_01,000214,S7025,task_03,Release the Organizing box you were holding.,Organizing box,early,0,all_five,images/test_image_00293.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00294,000214_01,000214,S7025,task_03,Release the Organizing box you were holding.,Organizing box,ready,1,all_five,images/test_image_00294.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00295,000214_02,000214,S7025,task_03,Release the Organizing box you were holding.,Organizing box,early,0,all_five,images/test_image_00295.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00296,000214_02,000214,S7025,task_03,Release the Organizing box you were holding.,Organizing box,ready,1,all_five,images/test_image_00296.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00297,000215_01,000215,S7025,task_03,Release the Organizing box you were holding.,Organizing box,early,0,all_five,images/test_image_00297.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00298,000215_01,000215,S7025,task_03,Release the Organizing box you were holding.,Organizing box,ready,1,all_five,images/test_image_00298.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00299,000215_02,000215,S7025,task_03,Release the Organizing box you were holding.,Organizing box,early,0,all_five,images/test_image_00299.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00300,000215_02,000215,S7025,task_03,Release the Organizing box you were holding.,Organizing box,ready,1,all_five,images/test_image_00300.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00301,000216_01,000216,S7025,task_03,Release the Organizing box you were holding.,Organizing box,early,0,all_five,images/test_image_00301.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00302,000216_01,000216,S7025,task_03,Release the Organizing box you were holding.,Organizing box,ready,1,all_five,images/test_image_00302.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00303,000216_02,000216,S7025,task_03,Release the Organizing box you were holding.,Organizing box,early,0,all_five,images/test_image_00303.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00304,000216_02,000216,S7025,task_03,Release the Organizing box you were holding.,Organizing box,ready,1,all_five,images/test_image_00304.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00305,000217_01,000217,S7025,task_03,Release the Organizing box you were holding.,Organizing box,early,0,all_five,images/test_image_00305.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00306,000217_01,000217,S7025,task_03,Release the Organizing box you were holding.,Organizing box,ready,1,all_five,images/test_image_00306.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00307,000217_02,000217,S7025,task_03,Release the Organizing box you were holding.,Organizing box,early,0,all_five,images/test_image_00307.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00308,000217_02,000217,S7025,task_03,Release the Organizing box you were holding.,Organizing box,ready,1,all_five,images/test_image_00308.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00309,000220_01,000220,S7025,task_03,Release the Organizing box you were holding.,Organizing box,early,0,all_five,images/test_image_00309.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00310,000220_01,000220,S7025,task_03,Release the Organizing box you were holding.,Organizing box,ready,1,all_five,images/test_image_00310.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00311,000220_02,000220,S7025,task_03,Release the Organizing box you were holding.,Organizing box,early,0,all_five,images/test_image_00311.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00312,000220_02,000220,S7025,task_03,Release the Organizing box you were holding.,Organizing box,ready,1,all_five,images/test_image_00312.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00313,000221_01,000221,S7025,task_03,Release the Organizing box you were holding.,Organizing box,early,0,all_five,images/test_image_00313.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00314,000221_01,000221,S7025,task_03,Release the Organizing box you were holding.,Organizing box,ready,1,all_five,images/test_image_00314.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00315,000221_02,000221,S7025,task_03,Release the Organizing box you were holding.,Organizing box,early,0,all_five,images/test_image_00315.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00316,000221_02,000221,S7025,task_03,Release the Organizing box you were holding.,Organizing box,ready,1,all_five,images/test_image_00316.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00317,000222_01,000222,S7025,task_03,Release the Organizing box you were holding.,Organizing box,early,0,all_five,images/test_image_00317.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00318,000222_01,000222,S7025,task_03,Release the Organizing box you were holding.,Organizing box,ready,1,all_five,images/test_image_00318.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00319,000222_02,000222,S7025,task_03,Release the Organizing box you were holding.,Organizing box,early,0,all_five,images/test_image_00319.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00320,000222_02,000222,S7025,task_03,Release the Organizing box you were holding.,Organizing box,ready,1,all_five,images/test_image_00320.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00321,000223_01,000223,S7025,task_03,Release the Organizing box you were holding.,Organizing box,early,0,all_five,images/test_image_00321.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00322,000223_01,000223,S7025,task_03,Release the Organizing box you were holding.,Organizing box,ready,1,all_five,images/test_image_00322.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00323,000223_02,000223,S7025,task_03,Release the Organizing box you were holding.,Organizing box,early,0,all_five,images/test_image_00323.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00324,000223_02,000223,S7025,task_03,Release the Organizing box you were holding.,Organizing box,ready,1,all_five,images/test_image_00324.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00325,000224_01,000224,S7025,task_03,Release the Organizing box you were holding.,Organizing box,early,0,all_five,images/test_image_00325.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00326,000224_01,000224,S7025,task_03,Release the Organizing box you were holding.,Organizing box,ready,1,all_five,images/test_image_00326.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00327,000224_02,000224,S7025,task_03,Release the Organizing box you were holding.,Organizing box,early,0,all_five,images/test_image_00327.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00328,000224_02,000224,S7025,task_03,Release the Organizing box you were holding.,Organizing box,ready,1,all_five,images/test_image_00328.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00329,000226_01,000226,S7025,task_03,Release the Organizing box you were holding.,Organizing box,early,0,all_five,images/test_image_00329.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00330,000226_01,000226,S7025,task_03,Release the Organizing box you were holding.,Organizing box,ready,1,all_five,images/test_image_00330.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00331,000226_02,000226,S7025,task_03,Release the Organizing box you were holding.,Organizing box,early,0,all_five,images/test_image_00331.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00332,000226_02,000226,S7025,task_03,Release the Organizing box you were holding.,Organizing box,ready,1,all_five,images/test_image_00332.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00333,000229_01,000229,S7025,task_03,Release the Organizing box you were holding.,Organizing box,early,0,all_five,images/test_image_00333.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00334,000229_01,000229,S7025,task_03,Release the Organizing box you were holding.,Organizing box,ready,1,all_five,images/test_image_00334.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00335,000229_02,000229,S7025,task_03,Release the Organizing box you were holding.,Organizing box,early,0,all_five,images/test_image_00335.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00336,000229_02,000229,S7025,task_03,Release the Organizing box you were holding.,Organizing box,ready,1,all_five,images/test_image_00336.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00337,000230_01,000230,S7025,task_03,Release the Organizing box you were holding.,Organizing box,early,0,all_five,images/test_image_00337.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00338,000230_01,000230,S7025,task_03,Release the Organizing box you were holding.,Organizing box,ready,1,all_five,images/test_image_00338.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00339,000230_02,000230,S7025,task_03,Release the Organizing box you were holding.,Organizing box,early,0,all_five,images/test_image_00339.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00340,000230_02,000230,S7025,task_03,Release the Organizing box you were holding.,Organizing box,ready,1,all_five,images/test_image_00340.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00341,000231_01,000231,S7025,task_03,Release the Organizing box you were holding.,Organizing box,early,0,all_five,images/test_image_00341.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00342,000231_01,000231,S7025,task_03,Release the Organizing box you were holding.,Organizing box,ready,1,all_five,images/test_image_00342.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00343,000231_02,000231,S7025,task_03,Release the Organizing box you were holding.,Organizing box,early,0,all_five,images/test_image_00343.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00344,000231_02,000231,S7025,task_03,Release the Organizing box you were holding.,Organizing box,ready,1,all_five,images/test_image_00344.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00345,000232_01,000232,S7025,task_03,Release the Organizing box you were holding.,Organizing box,early,0,all_five,images/test_image_00345.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00346,000232_01,000232,S7025,task_03,Release the Organizing box you were holding.,Organizing box,ready,1,all_five,images/test_image_00346.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00347,000232_02,000232,S7025,task_03,Release the Organizing box you were holding.,Organizing box,early,0,all_five,images/test_image_00347.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00348,000232_02,000232,S7025,task_03,Release the Organizing box you were holding.,Organizing box,ready,1,all_five,images/test_image_00348.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00349,000233_01,000233,S7025,task_03,Release the Organizing box you were holding.,Organizing box,early,0,all_five,images/test_image_00349.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00350,000233_01,000233,S7025,task_03,Release the Organizing box you were holding.,Organizing box,ready,1,all_five,images/test_image_00350.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00351,000233_02,000233,S7025,task_03,Release the Organizing box you were holding.,Organizing box,early,0,all_five,images/test_image_00351.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00352,000233_02,000233,S7025,task_03,Release the Organizing box you were holding.,Organizing box,ready,1,all_five,images/test_image_00352.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00353,000234_01,000234,S7025,task_03,Release the Organizing box you were holding.,Organizing box,early,0,all_five,images/test_image_00353.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00354,000234_01,000234,S7025,task_03,Release the Organizing box you were holding.,Organizing box,ready,1,all_five,images/test_image_00354.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00355,000234_02,000234,S7025,task_03,Release the Organizing box you were holding.,Organizing box,early,0,all_five,images/test_image_00355.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00356,000234_02,000234,S7025,task_03,Release the Organizing box you were holding.,Organizing box,ready,1,all_five,images/test_image_00356.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00357,000235_01,000235,S7025,task_03,Release the Organizing box you were holding.,Organizing box,early,0,all_five,images/test_image_00357.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00358,000235_01,000235,S7025,task_03,Release the Organizing box you were holding.,Organizing box,ready,1,all_five,images/test_image_00358.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00359,000235_02,000235,S7025,task_03,Release the Organizing box you were holding.,Organizing box,early,0,all_five,images/test_image_00359.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00360,000235_02,000235,S7025,task_03,Release the Organizing box you were holding.,Organizing box,ready,1,all_five,images/test_image_00360.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00361,000236_01,000236,S7025,task_03,Release the Organizing box you were holding.,Organizing box,early,0,all_five,images/test_image_00361.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00362,000236_01,000236,S7025,task_03,Release the Organizing box you were holding.,Organizing box,ready,1,all_five,images/test_image_00362.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00363,000236_02,000236,S7025,task_03,Release the Organizing box you were holding.,Organizing box,early,0,all_five,images/test_image_00363.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00364,000236_02,000236,S7025,task_03,Release the Organizing box you were holding.,Organizing box,ready,1,all_five,images/test_image_00364.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00365,000237_01,000237,S7025,task_03,Release the Organizing box you were holding.,Organizing box,early,0,all_five,images/test_image_00365.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00366,000237_01,000237,S7025,task_03,Release the Organizing box you were holding.,Organizing box,ready,1,all_five,images/test_image_00366.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00367,000237_02,000237,S7025,task_03,Release the Organizing box you were holding.,Organizing box,early,0,all_five,images/test_image_00367.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00368,000237_02,000237,S7025,task_03,Release the Organizing box you were holding.,Organizing box,ready,1,all_five,images/test_image_00368.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00369,000238_01,000238,S7025,task_03,Release the Organizing box you were holding.,Organizing box,early,0,all_five,images/test_image_00369.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00370,000238_01,000238,S7025,task_03,Release the Organizing box you were holding.,Organizing box,ready,1,all_five,images/test_image_00370.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00371,000238_02,000238,S7025,task_03,Release the Organizing box you were holding.,Organizing box,early,0,all_five,images/test_image_00371.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00372,000238_02,000238,S7025,task_03,Release the Organizing box you were holding.,Organizing box,ready,1,all_five,images/test_image_00372.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00373,000239_01,000239,S7025,task_03,Release the Organizing box you were holding.,Organizing box,early,0,all_five,images/test_image_00373.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00374,000239_01,000239,S7025,task_03,Release the Organizing box you were holding.,Organizing box,ready,1,all_five,images/test_image_00374.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00375,000239_02,000239,S7025,task_03,Release the Organizing box you were holding.,Organizing box,early,0,all_five,images/test_image_00375.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00376,000239_02,000239,S7025,task_03,Release the Organizing box you were holding.,Organizing box,ready,1,all_five,images/test_image_00376.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00377,000240_01,000240,S7025,task_03,Release the Organizing box you were holding.,Organizing box,early,0,all_five,images/test_image_00377.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00378,000240_01,000240,S7025,task_03,Release the Organizing box you were holding.,Organizing box,ready,1,all_five,images/test_image_00378.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00379,000240_02,000240,S7025,task_03,Release the Organizing box you were holding.,Organizing box,early,0,all_five,images/test_image_00379.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00380,000240_02,000240,S7025,task_03,Release the Organizing box you were holding.,Organizing box,ready,1,all_five,images/test_image_00380.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00381,000241_01,000241,S7025,task_03,Release the Organizing box you were holding.,Organizing box,early,0,all_five,images/test_image_00381.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00382,000241_01,000241,S7025,task_03,Release the Organizing box you were holding.,Organizing box,ready,1,all_five,images/test_image_00382.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00383,000241_02,000241,S7025,task_03,Release the Organizing box you were holding.,Organizing box,early,0,all_five,images/test_image_00383.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00384,000241_02,000241,S7025,task_03,Release the Organizing box you were holding.,Organizing box,ready,1,all_five,images/test_image_00384.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00385,000242_01,000242,S7025,task_03,Release the Organizing box you were holding.,Organizing box,early,0,all_five,images/test_image_00385.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00386,000242_01,000242,S7025,task_03,Release the Organizing box you were holding.,Organizing box,ready,1,all_five,images/test_image_00386.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00387,000242_02,000242,S7025,task_03,Release the Organizing box you were holding.,Organizing box,early,0,all_five,images/test_image_00387.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00388,000242_02,000242,S7025,task_03,Release the Organizing box you were holding.,Organizing box,ready,1,all_five,images/test_image_00388.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00389,000243_01,000243,S7025,task_03,Release the Organizing box you were holding.,Organizing box,early,0,all_five,images/test_image_00389.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00390,000243_01,000243,S7025,task_03,Release the Organizing box you were holding.,Organizing box,ready,1,all_five,images/test_image_00390.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00391,000243_02,000243,S7025,task_03,Release the Organizing box you were holding.,Organizing box,early,0,all_five,images/test_image_00391.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
habit_test_00392,000243_02,000243,S7025,task_03,Release the Organizing box you were holding.,Organizing box,ready,1,all_five,images/test_image_00392.jpg,208ce7277c66155db7a367ab0d989a18b7df68cba97890474eadec1a33ef30a9
